No,Region,Type,City,Address,Name,Capacity,시설용�,시설��_1,유입하�,유입��_1,유입��_2,처리량(,처리량_,유입��_3,유입��_4,유입(원,방류BOD,유입(�_1,방류COD,유입(�_2,방류T-N,유입(�_3,방류T-P,유입총�,방류총�,처리효�,처리부�,처리방�,적용신�,연계처�,연계��_1,연계��_2,연계��_3,Date,가동개�,사업비(,운영주�,위탁업�,위탁비�,위탁계�,위탁범�,방류수�,방류��_1,방류��_2,방류��_3,방류��_4,고도처�,재생에�,연간총�,하수처�,Lon,Lat,Status
"11","1",마을,대구광역시 달성군,대구광역시 달성군 다사읍 이천리산22,다사이천(500㎥/일미만),"100",,"100",38.700000000000003,,"38.7",38.700000000000003,,,"38.7",91.299999999999997,2.800000000000000,34.600000000000001,4.200000000000000,30.100000000000001,17.199999999999999,3.300000000000000,1.600000000000000,"6545","53",96.900000000000006,3.400000000000000,BSTSⅡ고도처리공법,,,,,,2005-01-07,,"402",민간위탁,㈜대일환경기술,"12.9",15.3~'17.12,소규모하수처리시설,오존소독,,금호강,낙동강,,"100",,"14177","171",128.468487199999998,35.891306020000002,정좌표
"12","1",마을,대구광역시 달성군,대구광역시 달성군 다사읍 달천리359-1,다사달천(500㎥/일미만),"80",,"80",37.500000000000000,,"37.5",37.500000000000000,,,"37.5",74.200000000000003,4.000000000000000,33.399999999999999,5.300000000000000,30.000000000000000,17.300000000000001,3.200000000000000,1.600000000000000,"7463","63",94.599999999999994,2.600000000000000,BSTSⅡ고도처리공법,,,,,,2005-01-07,,"312",민간위탁,㈜대일환경기술,"12",15.3~'17.12,소규모하수처리시설,오존소독,,금호강,낙동강,,"100",,"15939","198",128.482255199999997,35.887069789999998,정좌표
"13","1",마을,대구광역시 달성군,대구광역시 달성군 다사읍 박곡리417,다사박곡(500㎥/일미만),"75",,"75",47.600000000000001,,"47.6",47.600000000000001,,,"47.6",184.800000000000011,5.700000000000000,49.500000000000000,6.400000000000000,35.299999999999997,17.399999999999999,4.000000000000000,1.600000000000000,"8881","68",96.900000000000006,8.500000000000000,BSTSⅡ고도처리공법,,,,,,2005-01-07,,"301",민간위탁,㈜대일환경기술,"14.5",15.3~'17.12,소규모하수처리시설,오존소독,박실천,금호강,낙동강,,"100",,"52144","511",128.489507900000007,35.882446760000001,정좌표
"14","1",마을,대구광역시 달성군,대구광역시 달성군 하빈면 묘리731-1,하빈묘리(500㎥/일미만),"40",,"40",17.199999999999999,,"17.2",17.199999999999999,,,"17.2",84.099999999999994,5.500000000000000,41.799999999999997,4.800000000000000,32.700000000000003,20.500000000000000,3.500000000000000,2.400000000000000,"5714","72",93.500000000000000,1.400000000000000,고농축현수미생물접촉폭기식,,,,,,2014-12-22,,"497",민간위탁,㈜대일환경기술,"7.8",15.3~'17.12,소규모하수처리시설,오존소독,하빈천,낙동강,낙동강,,"100",,"14115","383",128.420084000000003,35.907376489999997,정좌표
"15","1",마을,대구광역시 달성군,대구광역시 달성군 하빈면 현내리 769-5,하빈현내(500㎥/일미만),"170",,"170",154.800000000000011,,"154.8",154.800000000000011,,,"154.8",128.099999999999994,2.200000000000000,37.500000000000000,4.700000000000000,31.600000000000001,12.600000000000000,3.300000000000000,1.500000000000000,"8864","40",98.299999999999997,19.500000000000000,막분리공법,,,,,,2008-12-20,,"2851",민간위탁,㈜대일환경기술,"33.5",15.3~'17.12,소규모하수처리시설,해당없음,,금호강,낙동강,,"100",,"66653","201",128.437839999999994,35.899109140000000,정좌표
"16","1",마을,대구광역시 달성군,대구광역시 달성군 옥포읍 기세리 578,옥포기세(500㎥/일미만),"90",,"90",18.899999999999999,,"18.9",18.899999999999999,,,"18.9",93.799999999999997,3.500000000000000,43.899999999999999,5.000000000000000,27.399999999999999,15.000000000000000,3.400000000000000,1.400000000000000,"4843","52",96.299999999999997,1.700000000000000,SAMCO(고도처리공법),,,,,,2006-06-29,06.6.29,"1200",민간위탁,㈜대일환경기술,"14.7",15.3~'17.12,소규모하수처리시설,염소소독,기세곡천,낙동강,낙동강,,"100",,"22887","565",128.490334499999989,35.770638509999998,정좌표
"17","1",마을,대구광역시 달성군,대구광역시 달성군 가창면 옥분리670-9,가창삼산(500㎥/일미만),"470",,"470",300.199999999999989,,"300.2",300.199999999999989,,,"300.2",206.900000000000006,2.000000000000000,47.799999999999997,3.800000000000000,36.399999999999999,14.400000000000000,3.900000000000000,1.300000000000000,"8509","35",99.000000000000000,61.500000000000000,막분리공법,,,,,,2012-11-01,12.11.1,"6466",민간위탁,㈜대일환경기술,"52.1",15.3~'17.12,소규모하수처리시설,해당없음,,금호강,낙동강,,"100",,"159305","247",128.654059499999988,35.743155240000000,정좌표
"18","1",마을,대구광역시 달성군,대구광역시 달성군 구지면 도동리523-10,구지도동(500㎥/일미만),"30",,"30",,,유량계×,,,,유량계×,78.799999999999997,4.700000000000000,39.600000000000001,4.300000000000000,31.600000000000001,19.399999999999999,3.500000000000000,2.200000000000000,"7003","75",94.000000000000000,,오수의고도처리장치,,,,,,2005-12-16,,"336",민간위탁,㈜대일환경기술,"5.4",15.3~'17.12,소규모하수처리시설,해당없음,,낙동강,낙동강,,"100",,"6610",,128.357600700000006,35.686541730000002,정좌표
"19","1",공공,남원시,전라북도 남원시 운봉읍 북천리 2-2,운봉(500㎥/일/이상),"800",,"800",894.000000000000000,,"894",781.000000000000000,,,"781",107.000000000000000,1.000000000000000,78.000000000000000,4.000000000000000,21.000000000000000,4.000000000000000,3.000000000000000,,"144049","5",98.599999999999994,94.299999999999997,SBR,,,,,,2006-05-30,,"5765",자체(직영),,,,,자외선,람천,남강,낙동강,II지역,"100",,"170655","102",127.537698399999996,35.445306219999999,정좌표
"20","1",공공,남원시,전라북도 남원시 인월면 천왕봉로 214,인월(500㎥/일/이상),"1000",,"1000",763.000000000000000,,"763",740.000000000000000,,,"740",160.000000000000000,2.000000000000000,80.000000000000000,4.000000000000000,22.000000000000000,5.000000000000000,3.000000000000000,,"163068","5",98.500000000000000,79.900000000000006,SBR,,,,,,2006-05-30,,"8651",자체(직영),,,,,자외선,람천,남강,낙동강,II지역,"100",,"203471","128",127.605591399999994,35.448155509999999,정좌표
"21","1",마을,남원시,전라북도 남원시 운봉읍 가산리 945-2,가산(500㎥/일/미만),"30",,"30",21.000000000000000,,"21",21.000000000000000,,,"21",85.000000000000000,3.000000000000000,68.000000000000000,8.000000000000000,34.000000000000000,17.000000000000000,4.000000000000000,2.000000000000000,"87538","8",96.099999999999994,1.700000000000000,SMIIAR공법,,,,,,2007-01-01,07.01.1,"216",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"28488","645",127.558047599999995,35.463455480000000,정좌표
"22","1",마을,남원시,전라북도 남원시 아영면 월산리 870-5,광평(500㎥/일/미만),"80",,"80",53.000000000000000,,"53",53.000000000000000,,,"53",167.000000000000000,2.000000000000000,119.000000000000000,6.000000000000000,32.000000000000000,16.000000000000000,3.000000000000000,1.000000000000000,"160208","17",98.700000000000003,8.699999999999999,KMSBR,,,,,,2011-10-09,,"1975",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"20496","181",127.613842300000002,35.510672790000001,정좌표
"23","1",마을,남원시,전라북도 남원시 산내면 덕동리 산 107-6,달궁(500㎥/일/미만),"490",,"490",288.000000000000000,,"288",288.000000000000000,,,"288",107.000000000000000,2.000000000000000,92.000000000000000,5.000000000000000,22.000000000000000,9.000000000000000,2.000000000000000,1.000000000000000,"99168","16",97.799999999999997,30.100000000000001,분뇨및고농도유기오폐수고도처리,,,,,,2003-11-26,,"1205",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"215486","349",127.554914600000004,35.351198470000000,정좌표
"24","1",마을,남원시,전라북도 남원시 산내면 입석리 809,대정(500㎥/일/미만),"130",,"130",85.000000000000000,,"85",85.000000000000000,,,"85",186.000000000000000,3.000000000000000,123.000000000000000,7.000000000000000,26.000000000000000,16.000000000000000,3.000000000000000,1.000000000000000,"146995","17",98.500000000000000,15.500000000000000,BBF황탈질,,,,,,2011-10-09,,"3320",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"19114","105",127.629493299999993,35.419317200000002,정좌표
"25","1",마을,남원시,전라북도 남원시 산내면 덕동리 160-1,덕동(500㎥/일/미만),"200",,"200",174.000000000000000,,"174",174.000000000000000,,,"174",141.000000000000000,2.000000000000000,110.000000000000000,5.000000000000000,21.000000000000000,11.000000000000000,3.000000000000000,1.000000000000000,"128338","12",98.400000000000006,24.100000000000001,DBS공법,,,,,,2003-11-26,,"374",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"80051","214",127.560091900000003,35.363905019999997,정좌표
"26","1",마을,남원시,전라북도 남원시 운봉읍 덕산리 70-5,덕산(500㎥/일/미만),"30",,"30",23.000000000000000,,"23",23.000000000000000,,,"23",83.000000000000000,3.000000000000000,61.000000000000000,8.000000000000000,25.000000000000000,14.000000000000000,3.000000000000000,2.000000000000000,"108230","6",96.700000000000003,1.800000000000000,A2EBC고도처리,,,,,,2007-12-31,,"140",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"28433","576",127.522426100000004,35.407738549999998,인근좌표
"27","1",마을,남원시,전라북도 남원시 운봉읍 매요리 275-3,매요(500㎥/일/미만),"50",,"50",44.000000000000000,,"44",44.000000000000000,,,"44",177.000000000000000,4.000000000000000,123.000000000000000,10.000000000000000,37.000000000000000,16.000000000000000,4.000000000000000,2.000000000000000,"287312","10",97.799999999999997,7.600000000000000,BBF황탈질,,,,,,2011-10-09,,"1092",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"12230","130",127.541011699999999,35.467194239999998,정좌표
"28","1",마을,남원시,전라북도 남원시 산내면 부운리 216-9,반선(500㎥/일/미만),"490",,"490",453.000000000000000,,"453",453.000000000000000,,,"453",75.000000000000000,2.000000000000000,65.000000000000000,5.000000000000000,10.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,"74937","16",96.900000000000006,32.700000000000003,분뇨및고농도유기오폐수고도처리,,,,,,1998-12-26,,"617",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"137868","142",127.582676000000006,35.377986309999997,정좌표
"29","1",마을,남원시,전라북도 남원시 산내면 백일리 119,백일(500㎥/일/미만),"90",,"90",53.000000000000000,,"53",53.000000000000000,,,"53",85.000000000000000,2.000000000000000,78.000000000000000,9.000000000000000,37.000000000000000,16.000000000000000,3.000000000000000,2.000000000000000,"93625","18",97.200000000000003,4.400000000000000,분뇨및고농도유기오폐수고도처리,,,,,,2002-01-05,,"321",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"32351","283",127.642239200000006,35.412868889999999,정좌표
"30","1",마을,남원시,전라북도 남원시 산내면 부운길 15,부운(500㎥/일/미만),"130",,"130",83.000000000000000,,"83",83.000000000000000,,,"83",81.000000000000000,1.000000000000000,71.000000000000000,2.000000000000000,11.000000000000000,7.000000000000000,2.000000000000000,1.000000000000000,"79654","8",99.400000000000006,6.700000000000000,GBMPLUS,,,,,,2005-12-12,,"540",자체,,,,,기타,람천,낙동강,낙동강,,"100",,"61077","344",127.586285399999994,35.383110000000002,정좌표
"31","1",마을,남원시,전라북도 남원시 운봉읍 화수리 213,비전(500㎥/일/미만),"30",,"30",21.000000000000000,,"21",21.000000000000000,,,"21",77.000000000000000,2.000000000000000,54.000000000000000,6.000000000000000,34.000000000000000,19.000000000000000,4.000000000000000,2.000000000000000,"53850","4",97.299999999999997,1.600000000000000,SM담체를이용한합병정화조,,,,,,2000-11-11,,"170",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"5607","124",127.564012599999998,35.457406689999999,정좌표
"32","1",마을,남원시,전라북도 남원시 운봉읍 산덕리 1268-2,산덕(500㎥/일/미만),"60",,"60",43.000000000000000,,"43",43.000000000000000,,,"43",184.000000000000000,3.000000000000000,136.000000000000000,7.000000000000000,21.000000000000000,15.000000000000000,3.000000000000000,1.000000000000000,"89979","6",98.400000000000006,7.800000000000000,분뇨및고농도유기오폐수고도처리,,,,,,2000-11-30,,"277",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"24144","262",127.536555500000006,35.423031719999997,정좌표
"33","1",마을,남원시,전라북도 남원시 운봉읍 산덕리 815-1,삼산(500㎥/일/미만),"25","25",,15.000000000000000,15.000000000000000,,15.000000000000000,,15.000000000000000,,68.000000000000000,5.000000000000000,55.000000000000000,10.000000000000000,23.000000000000000,16.000000000000000,3.000000000000000,2.000000000000000,"43583","6",92.900000000000006,0.900000000000000,고효율지능형정화조,,,,,,2005-01-10,,"157",자체,,,,,UV소독,람천,낙동강,낙동강,,,,"10179","316",127.524036100000004,35.423879769999999,정좌표
"34","1",마을,남원시,전라북도 남원시 산내면 부운리 281-1,와운(500㎥/일/미만),"19","19",,20.000000000000000,20.000000000000000,,20.000000000000000,,20.000000000000000,,177.000000000000000,6.000000000000000,117.000000000000000,11.000000000000000,15.000000000000000,7.000000000000000,2.000000000000000,1.000000000000000,"57387","9",96.799999999999997,3.500000000000000,고효율합병정화조,,,,,,1997-06-09,,"81",자체,,,,,없음,람천,낙동강,낙동강,,,,"8335","194",127.590195800000004,35.362720480000000,정좌표
"35","1",마을,남원시,전라북도 남원시 운봉읍 공안리 939-16,용은(500㎥/일/미만),"20","20",,15.000000000000000,15.000000000000000,,15.000000000000000,,15.000000000000000,,69.000000000000000,2.000000000000000,50.000000000000000,9.000000000000000,21.000000000000000,15.000000000000000,2.000000000000000,2.000000000000000,"80258","7",96.799999999999997,1.000000000000000,분뇨및고농도유기오폐수고도처리,,,,,,2002-10-28,,"240",자체,,,,,UV소독,람천,낙동강,낙동강,,,,"18143","564",127.528275600000001,35.415720680000000,정좌표
"36","1",마을,남원시,전라북도 남원시 산내면 장항리 192,원천(500㎥/일/미만),"80",,"80",50.000000000000000,,"50",50.000000000000000,,,"50",197.000000000000000,3.000000000000000,136.000000000000000,6.000000000000000,27.000000000000000,16.000000000000000,5.000000000000000,1.000000000000000,"101083","19",98.599999999999994,9.699999999999999,담체를이용한유기물및질소인고도처리,,,,,,2002-01-05,,"258",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"33306","312",127.619706300000004,35.417445610000001,정좌표
"37","1",마을,남원시,전라북도 남원시 인월면 유곡리 230-1,유곡(500㎥/일/미만),"30","30",,19.000000000000000,19.000000000000000,,19.000000000000000,,19.000000000000000,,90.000000000000000,,49.000000000000000,,25.000000000000000,,2.000000000000000,,"66583",,100.000000000000000,1.700000000000000,토양식(모관침윤트렌치),,,,,,1996-12-26,,"97",자체,,,,,없음,람천,낙동강,낙동강,,,,,,127.630712599999995,35.498703200000001,정좌표
"38","1",마을,남원시,전라북도 남원시 아영면 일대리 1117-3,일대(500㎥/일/미만),"50",,"50",31.000000000000000,,"31",31.000000000000000,,,"31",177.000000000000000,3.000000000000000,123.000000000000000,5.000000000000000,35.000000000000000,17.000000000000000,3.000000000000000,1.000000000000000,"160097","17",98.500000000000000,5.400000000000000,KMSBR,,,,,,2011-10-09,,"1439",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"22587","338",127.600274900000002,35.524225319999999,정좌표
"39","1",마을,남원시,전라북도 남원시 인월면 자래길 89-11,자래(500㎥/일/미만),"49","49",,25.000000000000000,25.000000000000000,,25.000000000000000,,25.000000000000000,,97.000000000000000,1.000000000000000,78.000000000000000,6.000000000000000,18.000000000000000,12.000000000000000,2.000000000000000,1.000000000000000,"46925","7",98.900000000000006,2.400000000000000,고효율합병정화조,,,,,,1997-12-30,,"199",자체,,,,,없음,람천,낙동강,낙동강,,,,"9931","185",127.619212000000005,35.482434670000004,정좌표
"40","1",마을,남원시,전라북도 남원시 운봉읍 장교리 1064-1,장교(500㎥/일/미만),"50",,"50",43.000000000000000,,"43",43.000000000000000,,,"43",186.000000000000000,4.000000000000000,152.000000000000000,9.000000000000000,47.000000000000000,17.000000000000000,5.000000000000000,2.000000000000000,"282604","11",98.099999999999994,7.800000000000000,BBF황탈질,,,,,,2011-10-09,,"1255",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"14238","155",127.502284000000003,35.453456330000002,정좌표
"41","1",마을,남원시,전라북도 남원시 인월면 성산리 176-76,장평(500㎥/일/미만),"20","20",,17.000000000000000,17.000000000000000,,17.000000000000000,,17.000000000000000,,150.000000000000000,2.000000000000000,112.000000000000000,9.000000000000000,22.000000000000000,16.000000000000000,3.000000000000000,1.000000000000000,"53858","6",98.700000000000003,2.400000000000000,고효율지능형정화조,,,,,,2003-01-09,,"142",자체,,,,,없음,람천,낙동강,낙동강,,,,"6982","191",127.631434299999995,35.462473369999998,정좌표
"42","1",마을,남원시,전라북도 남원시 아영면 성리 417-13,하성(500㎥/일/미만),"30","30",,19.000000000000000,19.000000000000000,,19.000000000000000,,19.000000000000000,,95.000000000000000,,78.000000000000000,,17.000000000000000,,2.000000000000000,,"64000",,100.000000000000000,1.800000000000000,토양식(모관침윤트렌치),,,,,,1996-12-26,,"83",자체,,,,,없음,람천,낙동강,낙동강,,,,,,127.588363999999999,35.521694040000000,정좌표
"43","1",마을,남원시,전라북도 남원시 산내면 덕동리13-1,학천(500㎥/일/미만),"200",,"200",156.000000000000000,,"156",156.000000000000000,,,"156",120.000000000000000,3.000000000000000,108.000000000000000,5.000000000000000,23.000000000000000,10.000000000000000,2.000000000000000,1.000000000000000,"118171","16",97.900000000000006,18.399999999999999,DBS공법,,,,,,2004-11-12,,"364",자체,,,,,UV소독,람천,낙동강,낙동강,,"100",,"47073","140",127.570414999999997,35.370934400000003,정좌표
"44","1",마을,경상북도 경주시,경상북도 경주시 산내면 의곡리591-43,의곡,"300",,"300",210.000000000000000,,"210",202.000000000000000,,,"202",89.000000000000000,3.000000000000000,83.000000000000000,3.000000000000000,23.000000000000000,5.000000000000000,5.000000000000000,1.000000000000000,"181733","29",96.799999999999997,18.000000000000000,KIDEA,,,,,,2002-11-21,,"3103",자체,,,,,UV,동창천,낙동강,낙동강,IV지역,"100",,"64621","149",129.042328400000002,35.755631749999999,정좌표
"45","1",마을,경상북도 경주시,경상북도 경주시 산내면 대현리3127-5,대현1,"300",,"300",105.000000000000000,,"105",101.000000000000000,,,"101",82.000000000000000,3.000000000000000,73.000000000000000,3.000000000000000,24.000000000000000,5.000000000000000,5.000000000000000,1.000000000000000,"150863","15",96.700000000000003,8.300000000000001,KIDEA,,,,,,2002-11-21,,"2327",자체,,,,,UV,동창천,낙동강,낙동강,IV지역,"100",,"131908","608",129.060666199999986,35.734987259999997,정좌표
"46","1",마을,경상북도 경주시,경상북도 경주시 산내면 대현리1985-1,대현2,"300",,"300",402.000000000000000,,"402",394.000000000000000,,,"394",116.000000000000000,2.000000000000000,94.000000000000000,2.000000000000000,27.000000000000000,5.000000000000000,6.000000000000000,,"175133","12",98.000000000000000,45.799999999999997,KIDEA,,,,,,2002-11-21,,"2328",자체,,,,,UV,범곡천,낙동강,낙동강,IV지역,"100",,"4658","6",129.057447999999994,35.692840709999999,정좌표
"47","1",공공,경상북도 김천시,경상북도 김천시 대광동 850번지,김천하수,"80000",,"80000",61866.000000000000000,,"61866",59405.000000000000000,,,"59405",161.500000000000000,2.000000000000000,112.900000000000006,10.400000000000000,34.616999999999997,10.460000000000001,3.627000000000000,0.095000000000000,"79467","113",98.799999999999997,9867.700000000000728,TECBNR+총인처리,,63.000000000000000,42.200000000000003,40.000000000000000,"49.2",1999-04-01,최초:1999.4.1고도:2008.1.1,"최초:74,909고도:13,469",민간위탁,"김천그린화경㈜,㈜티에스케이워터","6649.1",08.1~'27.12,"하수처리장,분뇨,탈수기동,슬러지처리시설,배수&중계펌프장",,감천,낙동강,낙동강,III지역,"100",64.900000000000006,"6123385","48",128.141003200000000,36.136179470000002,정좌표
"48","1",공공,경상북도 김천시,경상북도 김천시 아포읍 봉산리 412-1,아포하수,"2150",,"2150",1024.000000000000000,,"1024",994.000000000000000,,,"994",165.500000000000000,1.000000000000000,115.099999999999994,5.400000000000000,28.864000000000001,1.864000000000000,3.403000000000000,0.083000000000000,"67734","34",99.400000000000006,168.400000000000006,ICEAS+총인처리,,,,,,2014-02-06,,"23407",민간위탁,"김천그린화경㈜,㈜티에스케이워터","472.5",14.01~17.01,"하수처리장,탈수기동,관거,중계/맨홀펌프장",자외선,감천,낙동강,낙동강,III지역,"100",,"754196","354",128.224538700000011,36.162459280000000,정좌표
"49","1",마을,경상북도 김천시,경상북도 김천시 감문면 태촌리 545,배시내마을,"100",,"100",68.000000000000000,,"68",68.000000000000000,,,"68",180.400000000000006,5.200000000000000,118.599999999999994,9.699999999999999,31.859000000000002,3.003000000000000,3.938000000000000,0.614000000000000,"80712","72",97.099999999999994,11.900000000000000,연속회분식제트분사담체,,,,,,2004-12-01,,"953",민간위탁,"김천그린화경㈜,㈜티에스케이워터","54",08.1~'27.12,하수처리장,자외선,감천,낙동강,낙동강,III지역,"100",,"47596","326",128.230379099999993,36.192668560000001,정좌표
